# NEPTS  2002 NPROJ     3 NSPIN     1
#
@ XAXIS LABEL "E-EFERMI (HARTREE)"
@ YAXIS LABEL "DENSITY OF STATES (STATES/HARTREE/CELL)"
  1.5122E-01  5.7479E+01  5.7479E+01  1.5133E+02
  1.5161E-01  5.8594E+01  5.8594E+01  1.5417E+02
  1.5199E-01  5.9566E+01  5.9566E+01  1.5662E+02
  1.5238E-01  6.0367E+01  6.0367E+01  1.5859E+02
  1.5276E-01  6.0971E+01  6.0971E+01  1.6003E+02
  1.5314E-01  6.1354E+01  6.1354E+01  1.6088E+02
  1.5353E-01  6.1494E+01  6.1494E+01  1.6109E+02
  1.5391E-01  6.1375E+01  6.1375E+01  1.6061E+02
  1.5429E-01  6.0982E+01  6.0982E+01  1.5941E+02
  1.5468E-01  6.0308E+01  6.0308E+01  1.5749E+02
  1.5506E-01  5.9350E+01  5.9350E+01  1.5482E+02
  1.5545E-01  5.8110E+01  5.8110E+01  1.5142E+02
  1.5583E-01  5.6597E+01  5.6597E+01  1.4732E+02
  1.5621E-01  5.4826E+01  5.4826E+01  1.4256E+02
  1.5660E-01  5.2817E+01  5.2817E+01  1.3719E+02
  1.5698E-01  5.0595E+01  5.0595E+01  1.3128E+02
  1.5736E-01  4.8192E+01  4.8192E+01  1.2492E+02
  1.5775E-01  4.5645E+01  4.5645E+01  1.1819E+02
  1.5813E-01  4.2991E+01  4.2991E+01  1.1119E+02
  1.5851E-01  4.0276E+01  4.0276E+01  1.0405E+02
  1.5890E-01  3.7542E+01  3.7542E+01  9.6877E+01
  1.5928E-01  3.4838E+01  3.4838E+01  8.9787E+01
  1.5967E-01  3.2209E+01  3.2209E+01  8.2900E+01
  1.6005E-01  2.9699E+01  2.9699E+01  7.6332E+01
  1.6043E-01  2.7351E+01  2.7351E+01  7.0189E+01
  1.6082E-01  2.5203E+01  2.5203E+01  6.4571E+01
  1.6120E-01  2.3288E+01  2.3288E+01  5.9562E+01
  1.6158E-01  2.1635E+01  2.1635E+01  5.5231E+01
  1.6197E-01  2.0262E+01  2.0262E+01  5.1630E+01
  1.6235E-01  1.9182E+01  1.9182E+01  4.8789E+01
  1.6274E-01  1.8397E+01  1.8397E+01  4.6716E+01
  1.6312E-01  1.7903E+01  1.7903E+01  4.5396E+01
  1.6350E-01  1.7683E+01  1.7683E+01  4.4788E+01
  1.6389E-01  1.7713E+01  1.7713E+01  4.4831E+01
  1.6427E-01  1.7960E+01  1.7960E+01  4.5439E+01
  1.6465E-01  1.8382E+01  1.8382E+01  4.6507E+01
  1.6504E-01  1.8931E+01  1.8931E+01  4.7913E+01
  1.6542E-01  1.9555E+01  1.9555E+01  4.9519E+01
  1.6581E-01  2.0197E+01  2.0197E+01  5.1183E+01
  1.6619E-01  2.0799E+01  2.0799E+01  5.2757E+01
  1.6657E-01  2.1307E+01  2.1307E+01  5.4099E+01
  1.6696E-01  2.1668E+01  2.1668E+01  5.5076E+01
  1.6734E-01  2.1841E+01  2.1841E+01  5.5576E+01
  1.6772E-01  2.1791E+01  2.1791E+01  5.5513E+01
  1.6811E-01  2.1499E+01  2.1499E+01  5.4835E+01
  1.6849E-01  2.0964E+01  2.0964E+01  5.3531E+01
  1.6888E-01  2.0200E+01  2.0200E+01  5.1639E+01
  1.6926E-01  1.9245E+01  1.9245E+01  4.9248E+01
  1.6964E-01  1.8157E+01  1.8157E+01  4.6501E+01
  1.7003E-01  1.7013E+01  1.7013E+01  4.3594E+01
  1.7041E-01  1.5911E+01  1.5911E+01  4.0772E+01
  1.7079E-01  1.4963E+01  1.4963E+01  3.8318E+01
  1.7118E-01  1.4286E+01  1.4286E+01  3.6534E+01
  1.7156E-01  1.3998E+01  1.3998E+01  3.5720E+01
  1.7195E-01  1.4198E+01  1.4198E+01  3.6138E+01
  1.7233E-01  1.4952E+01  1.4952E+01  3.7970E+01
  1.7271E-01  1.6266E+01  1.6266E+01  4.1254E+01
  1.7310E-01  1.8060E+01  1.8060E+01  4.5815E+01
  1.7348E-01  1.9567E+01  1.9567E+01  4.9747E+01
  1.7386E-01  1.0809E+01  1.0809E+01  2.7510E+01
  1.7425E-01  2.0598E+00  2.0598E+00  5.3115E+00
  1.7463E-01  7.1591E-02  7.1591E-02  3.0150E-01
  1.7502E-01  7.7048E-03  7.7048E-03  2.1287E-01
  1.7540E-01  9.3255E-02  9.3255E-02  4.2086E-01
  1.7578E-01  5.3070E-01  5.3070E-01  1.3744E+00
  1.7617E-01  1.1746E+00  1.1746E+00  2.7666E+00
  1.7655E-01  1.8298E+00  1.8298E+00  4.0963E+00
  1.7693E-01  2.3627E+00  2.3627E+00  5.0255E+00
  1.7732E-01  2.8505E+00  2.8505E+00  5.8607E+00
  1.7770E-01  3.2551E+00  3.2551E+00  6.5205E+00
  1.7809E-01  3.5141E+00  3.5141E+00  6.9067E+00
  1.7847E-01  3.8119E+00  3.8119E+00  7.5500E+00
  1.7885E-01  4.1884E+00  4.1884E+00  8.4961E+00
  1.7924E-01  4.5880E+00  4.5880E+00  9.5772E+00
  1.7962E-01  4.9745E+00  4.9745E+00  1.0677E+01
  1.8000E-01  5.3266E+00  5.3266E+00  1.1721E+01
  1.8039E-01  5.6355E+00  5.6355E+00  1.2667E+01
  1.8077E-01  5.9012E+00  5.9012E+00  1.3502E+01
  1.8115E-01  6.1307E+00  6.1307E+00  1.4229E+01
  1.8154E-01  6.3356E+00  6.3356E+00  1.4867E+01
  1.8192E-01  6.5302E+00  6.5302E+00  1.5447E+01
  1.8231E-01  6.7308E+00  6.7308E+00  1.6001E+01
  1.8269E-01  6.9536E+00  6.9536E+00  1.6570E+01
  1.8307E-01  7.2143E+00  7.2143E+00  1.7190E+01
  1.8346E-01  7.5273E+00  7.5273E+00  1.7898E+01
  1.8384E-01  7.9053E+00  7.9053E+00  1.8727E+01
  1.8422E-01  8.3583E+00  8.3583E+00  1.9706E+01
  1.8461E-01  8.8943E+00  8.8943E+00  2.0857E+01
  1.8499E-01  9.5183E+00  9.5183E+00  2.2199E+01
  1.8538E-01  1.0233E+01  1.0233E+01  2.3742E+01
  1.8576E-01  1.1038E+01  1.1038E+01  2.5490E+01
  1.8614E-01  1.1930E+01  1.1930E+01  2.7443E+01
  1.8653E-01  1.2905E+01  1.2905E+01  2.9595E+01
  1.8691E-01  1.3957E+01  1.3957E+01  3.1932E+01
  1.8729E-01  1.5075E+01  1.5075E+01  3.4439E+01
  1.8768E-01  1.6249E+01  1.6249E+01  3.7093E+01
  1.8806E-01  1.7469E+01  1.7469E+01  3.9871E+01
  1.8845E-01  1.8721E+01  1.8721E+01  4.2745E+01
  1.8883E-01  1.9992E+01  1.9992E+01  4.5685E+01
  1.8921E-01  2.1268E+01  2.1268E+01  4.8661E+01
  1.8960E-01  2.2536E+01  2.2536E+01  5.1640E+01
  1.8998E-01  2.3782E+01  2.3782E+01  5.4591E+01
  1.9036E-01  2.4993E+01  2.4993E+01  5.7482E+01
  1.9075E-01  2.6155E+01  2.6155E+01  6.0282E+01
  1.9113E-01  2.6975E+01  2.6975E+01  6.2131E+01
  1.9152E-01  2.7597E+01  2.7597E+01  6.3458E+01
  1.9190E-01  2.8138E+01  2.8138E+01  6.4613E+01
  1.9228E-01  2.8591E+01  2.8591E+01  6.5575E+01
  1.9267E-01  2.9028E+01  2.9028E+01  6.6580E+01
  1.9305E-01  2.9783E+01  2.9783E+01  6.8538E+01
  1.9343E-01  3.0770E+01  3.0770E+01  7.1163E+01
  1.9382E-01  3.1868E+01  3.1868E+01  7.4132E+01
  1.9420E-01  3.2983E+01  3.2983E+01  7.7184E+01
  1.9459E-01  3.4040E+01  3.4040E+01  8.0115E+01
  1.9497E-01  3.4984E+01  3.4984E+01  8.2771E+01
  1.9535E-01  3.5774E+01  3.5774E+01  8.5042E+01
  1.9574E-01  3.6384E+01  3.6384E+01  8.6853E+01
  1.9612E-01  3.6801E+01  3.6801E+01  8.8160E+01
  1.9650E-01  3.7017E+01  3.7017E+01  8.8948E+01
  1.9689E-01  3.7037E+01  3.7037E+01  8.9219E+01
  1.9727E-01  3.6870E+01  3.6870E+01  8.8998E+01
  1.9766E-01  3.6531E+01  3.6531E+01  8.8320E+01
  1.9804E-01  3.6038E+01  3.6038E+01  8.7232E+01
  1.9842E-01  3.5412E+01  3.5412E+01  8.5790E+01
  1.9881E-01  3.4677E+01  3.4677E+01  8.4054E+01
  1.9919E-01  3.3859E+01  3.3859E+01  8.2088E+01
  1.9957E-01  3.2981E+01  3.2981E+01  7.9959E+01
  1.9996E-01  3.2070E+01  3.2070E+01  7.7731E+01
  2.0034E-01  3.1149E+01  3.1149E+01  7.5469E+01
  2.0073E-01  3.0242E+01  3.0242E+01  7.3232E+01
  2.0111E-01  2.9370E+01  2.9370E+01  7.1079E+01
  2.0149E-01  2.8554E+01  2.8554E+01  6.9062E+01
  2.0188E-01  2.7810E+01  2.7810E+01  6.7228E+01
  2.0226E-01  2.7155E+01  2.7155E+01  6.5620E+01
  2.0264E-01  2.6603E+01  2.6603E+01  6.4273E+01
  2.0303E-01  2.6163E+01  2.6163E+01  6.3216E+01
  2.0341E-01  2.5845E+01  2.5845E+01  6.2474E+01
  2.0379E-01  2.5655E+01  2.5655E+01  6.2063E+01
  2.0418E-01  2.5596E+01  2.5596E+01  6.1994E+01
  2.0456E-01  2.5669E+01  2.5669E+01  6.2271E+01
  2.0495E-01  2.5875E+01  2.5875E+01  6.2894E+01
  2.0533E-01  2.6210E+01  2.6210E+01  6.3855E+01
  2.0571E-01  2.6668E+01  2.6668E+01  6.5144E+01
  2.0610E-01  2.7244E+01  2.7244E+01  6.6744E+01
  2.0648E-01  2.7929E+01  2.7929E+01  6.8634E+01
  2.0686E-01  2.8714E+01  2.8714E+01  7.0789E+01
  2.0725E-01  2.9586E+01  2.9586E+01  7.3181E+01
  2.0763E-01  3.0535E+01  3.0535E+01  7.5780E+01
  2.0802E-01  3.1547E+01  3.1547E+01  7.8552E+01
  2.0840E-01  3.2609E+01  3.2609E+01  8.1461E+01
  2.0878E-01  3.3707E+01  3.3707E+01  8.4473E+01
  2.0917E-01  3.4826E+01  3.4826E+01  8.7548E+01
  2.0955E-01  3.6171E+01  3.6171E+01  9.1301E+01
  2.0993E-01  3.7977E+01  3.7977E+01  9.6440E+01
  2.1032E-01  3.9762E+01  3.9762E+01  1.0153E+02
  2.1070E-01  4.1488E+01  4.1488E+01  1.0647E+02
  2.1109E-01  4.2361E+01  4.2361E+01  1.0897E+02
  2.1147E-01  4.2786E+01  4.2786E+01  1.1012E+02
  2.1185E-01  4.2964E+01  4.2964E+01  1.1054E+02
  2.1224E-01  4.3041E+01  4.3041E+01  1.1065E+02
  2.1262E-01  4.3111E+01  4.3111E+01  1.1075E+02
  2.1300E-01  4.3231E+01  4.3231E+01  1.1102E+02
  2.1339E-01  4.3429E+01  4.3429E+01  1.1155E+02
  2.1377E-01  4.3710E+01  4.3710E+01  1.1235E+02
  2.1416E-01  4.4062E+01  4.4062E+01  1.1339E+02
  2.1454E-01  4.4465E+01  4.4465E+01  1.1462E+02
  2.1492E-01  4.4889E+01  4.4889E+01  1.1596E+02
  2.1531E-01  4.5306E+01  4.5306E+01  1.1730E+02
  2.1569E-01  4.5681E+01  4.5681E+01  1.1856E+02
  2.1607E-01  4.5987E+01  4.5987E+01  1.1965E+02
  2.1646E-01  4.6197E+01  4.6197E+01  1.2049E+02
  2.1684E-01  4.6289E+01  4.6289E+01  1.2100E+02
  2.1723E-01  4.6246E+01  4.6246E+01  1.2115E+02
  2.1761E-01  4.6059E+01  4.6059E+01  1.2089E+02
  2.1799E-01  4.5722E+01  4.5722E+01  1.2021E+02
  2.1838E-01  4.5234E+01  4.5234E+01  1.1910E+02
  2.1876E-01  4.4603E+01  4.4603E+01  1.1757E+02
  2.1914E-01  4.3838E+01  4.3838E+01  1.1566E+02
  2.1953E-01  4.2954E+01  4.2954E+01  1.1339E+02
  2.1991E-01  4.1969E+01  4.1969E+01  1.1082E+02
  2.2030E-01  4.0903E+01  4.0903E+01  1.0801E+02
  2.2068E-01  3.9779E+01  3.9779E+01  1.0503E+02
  2.2106E-01  3.8621E+01  3.8621E+01  1.0193E+02
  2.2145E-01  3.7453E+01  3.7453E+01  9.8792E+01
  2.2183E-01  3.6300E+01  3.6300E+01  9.5685E+01
  2.2221E-01  3.5185E+01  3.5185E+01  9.2677E+01
  2.2260E-01  3.4129E+01  3.4129E+01  8.9830E+01
  2.2298E-01  3.3153E+01  3.3153E+01  8.7204E+01
  2.2337E-01  3.2274E+01  3.2274E+01  8.4851E+01
  2.2375E-01  3.1506E+01  3.1506E+01  8.2813E+01
  2.2413E-01  3.0860E+01  3.0860E+01  8.1126E+01
  2.2452E-01  3.0345E+01  3.0345E+01  7.9814E+01
  2.2490E-01  2.9965E+01  2.9965E+01  7.8893E+01
  2.2528E-01  2.9721E+01  2.9721E+01  7.8366E+01
  2.2567E-01  2.9611E+01  2.9611E+01  7.8229E+01
  2.2605E-01  2.9629E+01  2.9629E+01  7.8466E+01
  2.2643E-01  2.9767E+01  2.9767E+01  7.9055E+01
  2.2682E-01  3.0015E+01  3.0015E+01  7.9963E+01
  2.2720E-01  3.0359E+01  3.0359E+01  8.1154E+01
  2.2759E-01  3.0786E+01  3.0786E+01  8.2586E+01
  2.2797E-01  3.1280E+01  3.1280E+01  8.4213E+01
  2.2835E-01  3.1829E+01  3.1829E+01  8.5991E+01
  2.2874E-01  3.2417E+01  3.2417E+01  8.7877E+01
  2.2912E-01  3.3034E+01  3.3034E+01  8.9836E+01
  2.2950E-01  3.3672E+01  3.3672E+01  9.1838E+01
  2.2989E-01  3.4327E+01  3.4327E+01  9.3868E+01
  2.3027E-01  3.5001E+01  3.5001E+01  9.5929E+01
  2.3066E-01  3.5704E+01  3.5704E+01  9.8041E+01
  2.3104E-01  3.6454E+01  3.6454E+01  1.0025E+02
  2.3142E-01  3.7278E+01  3.7278E+01  1.0265E+02
  2.3181E-01  3.8217E+01  3.8217E+01  1.0533E+02
  2.3219E-01  3.9325E+01  3.9325E+01  1.0848E+02
  2.3257E-01  4.0671E+01  4.0671E+01  1.1229E+02
  2.3296E-01  4.2344E+01  4.2344E+01  1.1703E+02
  2.3334E-01  4.4451E+01  4.4451E+01  1.2304E+02
  2.3373E-01  4.6445E+01  4.6445E+01  1.2880E+02
  2.3411E-01  4.7414E+01  4.7414E+01  1.3170E+02
  2.3449E-01  4.8268E+01  4.8268E+01  1.3426E+02
  2.3488E-01  4.9005E+01  4.9005E+01  1.3649E+02
  2.3526E-01  4.9849E+01  4.9849E+01  1.3893E+02
  2.3564E-01  5.0545E+01  5.0545E+01  1.4096E+02
  2.3603E-01  5.1084E+01  5.1084E+01  1.4254E+02
  2.3641E-01  5.1459E+01  5.1459E+01  1.4365E+02
  2.3680E-01  5.1665E+01  5.1665E+01  1.4429E+02
  2.3718E-01  5.1700E+01  5.1700E+01  1.4444E+02
  2.3756E-01  5.1560E+01  5.1560E+01  1.4410E+02
  2.3795E-01  5.1247E+01  5.1247E+01  1.4327E+02
  2.3833E-01  5.0763E+01  5.0763E+01  1.4197E+02
  2.3871E-01  5.0112E+01  5.0112E+01  1.4019E+02
  2.3910E-01  4.9298E+01  4.9298E+01  1.3796E+02
  2.3948E-01  4.8331E+01  4.8331E+01  1.3531E+02
  2.3987E-01  4.7221E+01  4.7221E+01  1.3225E+02
  2.4025E-01  4.5979E+01  4.5979E+01  1.2883E+02
  2.4063E-01  4.4622E+01  4.4622E+01  1.2509E+02
  2.4102E-01  4.3166E+01  4.3166E+01  1.2108E+02
  2.4140E-01  4.1631E+01  4.1631E+01  1.1686E+02
  2.4178E-01  4.0041E+01  4.0041E+01  1.1248E+02
  2.4217E-01  3.8422E+01  3.8422E+01  1.0803E+02
  2.4255E-01  3.6804E+01  3.6804E+01  1.0359E+02
  2.4294E-01  3.5220E+01  3.5220E+01  9.9253E+01
  2.4332E-01  3.3706E+01  3.3706E+01  9.5121E+01
  2.4370E-01  3.2305E+01  3.2305E+01  9.1311E+01
  2.4409E-01  3.1062E+01  3.1062E+01  8.7952E+01
  2.4447E-01  3.0026E+01  3.0026E+01  8.5185E+01
  2.4485E-01  2.9254E+01  2.9254E+01  8.3166E+01
  2.4524E-01  2.8805E+01  2.8805E+01  8.2064E+01
  2.4562E-01  2.8745E+01  2.8745E+01  8.2066E+01
  2.4601E-01  2.9146E+01  2.9146E+01  8.3374E+01
  2.4639E-01  3.0046E+01  3.0046E+01  8.6098E+01
  2.4677E-01  3.0753E+01  3.0753E+01  8.8272E+01
  2.4716E-01  3.1500E+01  3.1500E+01  9.0557E+01
  2.4754E-01  3.2270E+01  3.2270E+01  9.2905E+01
  2.4792E-01  3.3131E+01  3.3131E+01  9.5511E+01
  2.4831E-01  3.4338E+01  3.4338E+01  9.9100E+01
  2.4869E-01  3.5517E+01  3.5517E+01  1.0260E+02
  2.4907E-01  3.6651E+01  3.6651E+01  1.0597E+02
  2.4946E-01  3.7724E+01  3.7724E+01  1.0915E+02
  2.4984E-01  3.8719E+01  3.8719E+01  1.1210E+02
  2.5023E-01  3.9620E+01  3.9620E+01  1.1477E+02
  2.5061E-01  4.0414E+01  4.0414E+01  1.1712E+02
  2.5099E-01  4.1089E+01  4.1089E+01  1.1911E+02
  2.5138E-01  4.1633E+01  4.1633E+01  1.2072E+02
  2.5176E-01  4.2038E+01  4.2038E+01  1.2193E+02
  2.5214E-01  4.2299E+01  4.2299E+01  1.2270E+02
  2.5253E-01  4.2411E+01  4.2411E+01  1.2304E+02
  2.5291E-01  4.2373E+01  4.2373E+01  1.2294E+02
  2.5330E-01  4.2188E+01  4.2188E+01  1.2240E+02
  2.5368E-01  4.1858E+01  4.1858E+01  1.2145E+02
  2.5406E-01  4.1393E+01  4.1393E+01  1.2009E+02
  2.5445E-01  4.0800E+01  4.0800E+01  1.1837E+02
  2.5483E-01  4.0094E+01  4.0094E+01  1.1631E+02
  2.5521E-01  3.9289E+01  3.9289E+01  1.1397E+02
  2.5560E-01  3.8402E+01  3.8402E+01  1.1138E+02
  2.5598E-01  3.7451E+01  3.7451E+01  1.0862E+02
  2.5637E-01  3.6457E+01  3.6457E+01  1.0573E+02
  2.5675E-01  3.5441E+01  3.5441E+01  1.0278E+02
  2.5713E-01  3.4425E+01  3.4425E+01  9.9839E+01
  2.5752E-01  3.3429E+01  3.3429E+01  9.6959E+01
  2.5790E-01  3.2475E+01  3.2475E+01  9.4204E+01
  2.5828E-01  3.1582E+01  3.1582E+01  9.1632E+01
  2.5867E-01  3.0768E+01  3.0768E+01  8.9293E+01
  2.5905E-01  3.0046E+01  3.0046E+01  8.7229E+01
  2.5944E-01  2.9429E+01  2.9429E+01  8.5473E+01
  2.5982E-01  2.8923E+01  2.8923E+01  8.4045E+01
  2.6020E-01  2.8531E+01  2.8531E+01  8.2952E+01
  2.6059E-01  2.8251E+01  2.8251E+01  8.2188E+01
  2.6097E-01  2.8075E+01  2.8075E+01  8.1729E+01
  2.6135E-01  2.7992E+01  2.7992E+01  8.1537E+01
  2.6174E-01  2.7981E+01  2.7981E+01  8.1556E+01
  2.6212E-01  2.8019E+01  2.8019E+01  8.1717E+01
  2.6251E-01  2.8079E+01  2.8079E+01  8.1936E+01
  2.6289E-01  2.8129E+01  2.8129E+01  8.2121E+01
  2.6327E-01  2.8135E+01  2.8135E+01  8.2171E+01
  2.6366E-01  2.8063E+01  2.8063E+01  8.1989E+01
  2.6404E-01  2.7881E+01  2.7881E+01  8.1480E+01
  2.6442E-01  2.7563E+01  2.7563E+01  8.0570E+01
  2.6481E-01  2.7092E+01  2.7092E+01  7.9212E+01
  2.6519E-01  2.6466E+01  2.6466E+01  7.7400E+01
  2.6558E-01  2.5702E+01  2.5702E+01  7.5191E+01
  2.6596E-01  2.4846E+01  2.4846E+01  7.2721E+01
  2.6634E-01  2.3977E+01  2.3977E+01  7.0230E+01
  2.6673E-01  2.3220E+01  2.3220E+01  6.8094E+01
  2.6711E-01  2.1439E+01  2.1439E+01  6.3002E+01
  2.6749E-01  1.9661E+01  1.9661E+01  5.7949E+01
  2.6788E-01  1.9223E+01  1.9223E+01  5.6847E+01
  2.6826E-01  2.0688E+01  2.0688E+01  6.1352E+01
  2.6865E-01  1.6920E+01  1.6920E+01  5.0246E+01
  2.6903E-01  1.0476E+01  1.0476E+01  3.1110E+01
  2.6941E-01  4.0323E+00  4.0323E+00  1.1974E+01
  2.6980E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7018E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7056E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7095E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7133E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7171E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7210E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7248E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7287E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7325E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7363E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7402E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7440E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7478E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7517E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7555E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7594E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7632E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7670E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7709E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7747E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7785E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7824E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7862E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7901E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7939E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.7977E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8016E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8054E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8092E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8131E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8169E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8208E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8246E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8284E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8323E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8361E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8399E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8438E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8476E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8515E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8553E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8591E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8630E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8668E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8706E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8745E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8783E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8822E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8860E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8898E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8937E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.8975E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9013E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9052E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9090E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9129E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9167E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9205E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9244E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9282E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9320E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9359E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9397E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9435E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9474E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9512E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9551E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9589E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9627E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9666E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9704E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9742E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9781E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9819E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9858E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9896E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9934E-01  0.0000E+00  0.0000E+00  0.0000E+00
  2.9973E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0011E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0049E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0088E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0126E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0165E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0203E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0241E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0280E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0318E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0356E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0395E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0433E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0472E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0510E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0548E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0587E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0625E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0663E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0702E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0740E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0779E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0817E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0855E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0894E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0932E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.0970E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1009E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1047E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1086E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1124E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1162E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1201E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1239E-01  0.0000E+00  0.0000E+00  0.0000E+00
